"No.","Time","Source","Destination","Protocol","Length","Info"
"546","12.622345","PhilipsL_77:35:80","MurataMa_bd:86:52","ARP","132","192.168.1.119 is at 00:17:88:77:35:80"
"547","12.623092","PhilipsL_77:35:80","MurataMa_bd:86:52","ARP","132","192.168.1.119 is at 00:17:88:77:35:80"
"548","12.623179","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"549","12.697321","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=495, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"550","12.698065","MurataMa_bd:86:52","Broadcast","ARP","89","Who has 192.168.1.119? Tell 192.168.1.112"
"551","12.799728","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=497, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"552","12.830528","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2221, FN=0, Flags=...P...TC"
"553","12.902144","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=498, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"554","12.929359","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","59","Action, SN=2222, FN=0, Flags=........C"
"555","12.929435","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"556","12.929517","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2223, FN=0, Flags=.......TC"
"557","12.929591","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"558","12.953191","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2224, FN=0, Flags=...P...TC"
"559","12.953310","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"560","12.975959","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2225, FN=0, Flags=.......TC"
"561","12.976046","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"562","12.986638","ProwareT_4f:70:0b","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2143, FN=0, Flags=.......TC"
"563","12.986758","","ProwareT_4f:70:0b (6c:fd:b9:4f:70:0b) (RA)","802.11","39","Acknowledgement, Flags=........C"
"564","13.004502","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=499, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"565","13.106923","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=500, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"566","13.116719","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Clear-to-send, Flags=........C"
"567","13.116786","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"568","13.116835","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"569","13.135251","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2226, FN=0, Flags=...P...TC"
"570","13.181175","216.58.210.3","192.168.1.122","TCP","115","443  >  64749 [ACK] Seq=1 Ack=1 Win=244 Len=0 TSval=4097972934 TSecr=423461533"
"571","13.209306","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=501, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet: length of contained item exceeds length of containing item]"
"572","13.232250","","","802.11","1542","Unrecognized (Reserved frame), Flags=.p.P..F.C"
"573","13.311690","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=502, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"574","13.388619","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"575","13.414109","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=503, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"576","13.455034","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"577","13.455086","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"578","13.455133","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"579","13.455181","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"580","13.455310","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"581","13.455357","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"582","13.455432","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"583","13.455479","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"584","13.455554","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"585","13.455671","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"586","13.456109","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2227, FN=0, Flags=.......TC"
"587","13.456190","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2227, FN=0, Flags=....R..TC"
"588","13.456235","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"589","13.457101","ZioncomE_25:bb:14","MurataMa_bd:86:52","802.11","62","Action, SN=504, FN=0, Flags=........C"
"590","13.457168","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"591","13.457954","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","62","Action, SN=2228, FN=0, Flags=........C"
"592","13.458898","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","62","Action, SN=2228, FN=0, Flags=....R...C"
"593","13.458965","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"594","13.459039","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"595","13.459084","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"596","13.459155","192.168.1.112","192.168.1.119","TCP","146","46142  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=93094024 TSecr=0 WS=128"
"597","13.459267","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"598","13.460750","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","109","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"599","13.460832","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"600","13.462022","192.168.1.119","192.168.1.112","TCP","115","443  >  46142 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM=1 WS=8"
"601","13.462104","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"602","13.462194","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"603","13.462239","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"604","13.462312","192.168.1.112","213.57.2.5","DNS","157","Standard query 0x71ce A phillateemis.iad-03.braze.com"
"605","13.462359","192.168.1.112","213.57.2.5","DNS","163","Standard query 0x3ebf A firebaseremoteconfig.googleapis.com"
"606","13.462403","192.168.1.112","213.57.2.5","DNS","156","Standard query 0x7d9a A settings.crashlytics.com"
"607","13.462478","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"608","13.463341","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"609","13.463408","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"610","13.463453","192.168.1.112","192.168.1.119","TCP","126","46142  >  443 [ACK] Seq=1 Ack=1 Win=87680 Len=0"
"611","13.463507","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"612","13.466694","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"613","13.466746","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"614","13.466794","192.168.1.112","192.168.1.119","TLSv1.2","563","Client Hello"
"615","13.466875","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"616","13.468206","192.168.1.119","192.168.1.112","TCP","109","443  >  46142 [ACK] Seq=1 Ack=438 Win=30272 Len=0"
"617","13.468299","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"618","13.471355","192.168.1.119","192.168.1.112","TLSv1.2","240","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"619","13.471445","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"620","13.473625","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"621","13.473698","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"622","13.473745","192.168.1.112","192.168.1.119","TCP","126","46142  >  443 [ACK] Seq=438 Ack=138 Win=88704 Len=0"
"623","13.473822","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"624","13.473869","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"625","13.473966","192.168.1.112","192.168.1.119","TCP","126","[TCP Dup ACK 622#1] 46142  >  443 [ACK] Seq=438 Ack=138 Win=88704 Len=0"
"626","13.474014","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"627","13.474061","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"628","13.474107","192.168.1.112","192.168.1.119","TCP","122","[TCP Dup ACK 622#2] 46142  >  443 [ACK] Seq=438 Ack=138 Win=88704 Len=0"
"629","13.474184","192.168.1.112","192.168.1.119","TLSv1.2","132","Change Cipher Spec"
"630","13.474272","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"631","13.475768","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"632","13.475835","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"633","13.475879","192.168.1.112","192.168.1.119","TLSv1.2","335","Encrypted Handshake Message, Application Data"
"634","13.475933","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"635","13.475977","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"636","13.476066","192.168.1.112","192.168.1.119","TCP","335","[TCP Retransmission] 46142  >  443 [PSH, ACK] Seq=444 Ack=138 Win=88704 Len=209"
"637","13.476111","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"638","13.476156","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"639","13.476438","192.168.1.112","192.168.1.119","TCP","335","[TCP Retransmission] 46142  >  443 [PSH, ACK] Seq=444 Ack=138 Win=88704 Len=209"
"640","13.476512","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"641","13.478116","192.168.1.119","192.168.1.112","TCP","109","443  >  46142 [ACK] Seq=138 Ack=653 Win=30272 Len=0"
"642","13.478190","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"643","13.487052","213.57.2.5","192.168.1.112","DNS","546","Standard query response 0x7d9a A settings.crashlytics.com A 54.204.1.112 A 50.19.83.69 A 50.19.211.150 A 50.19.234.168 A 50.19.87.13 A 54.204.11.221 A 50.19.236.110 A 50.19.117.20 NS ns-968.awsdns-57.net NS ns-279.awsdns-34.com NS ns-1226.awsdns-25.org NS ns-1609.awsdns-09.co.uk A 205.251.196.202 AAAA 2600:9000:5304:ca00::1 A 205.251.198.73 AAAA 2600:9000:5306:4900::1 A 205.251.193.23 A 205.251.195.200 AAAA 2600:9000:5303:c800::1"
"644","13.487144","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"645","13.492236","93.188.251.8","115.219.49.199","IPv4","590","ISO TP4 (29)"
"646","13.492304","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"647","13.506674","192.168.1.119","192.168.1.112","TCP","1563","443  >  46142 [ACK] Seq=138 Ack=653 Win=30272 Len=1460 [TCP segment of a reassembled PDU]"
"648","13.506741","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"649","13.506824","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"650","13.507245","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"651","13.507725","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"652","13.508800","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"653","13.509319","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"654","13.515537","192.168.1.119","192.168.1.112","TLSv1.2","781","Application Data"
"655","13.515628","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"656","13.518533","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=505, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"657","13.519293","MurataMa_bd:86:52","Broadcast","ARP","89","Who has 192.168.1.1? Tell 192.168.1.112"
"658","13.520474","192.168.1.119","192.168.1.112","TCP","137","443  >  46142 [RST, ACK, ECN] Seq=2276 Ack=653 Win=159768 Len=34"
"659","13.520541","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"660","13.522331","192.168.1.119","192.168.1.112","TCP","137","[TCP Retransmission] 443  >  46142 [PSH, ACK] Seq=2276 Ack=653 Win=30272 Len=34"
"661","13.522425","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"662","13.523074","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"663","13.531087","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"664","13.531156","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"665","13.531841","192.168.1.112","192.168.1.1","ICMP","1582","Echo (ping) request  id=0xce3c, seq=1/256, ttl=64 (no response found!)"
"666","13.531933","192.168.1.112","172.217.21.234","TCP","146","33040  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=93094212 TSecr=0 WS=128"
"667","13.531983","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"668","13.532654","192.168.1.112","192.168.1.1","ICMP","1586","Echo (ping) request  id=0xce3c, seq=1/256, ttl=64 (reply in 684)"
"669","13.532747","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"670","13.532956","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"671","13.533025","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"672","13.533073","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"673","13.533156","192.168.1.112","192.168.1.119","TCP","122","46142  >  443 [ACK] Seq=653 Ack=2276 Win=94592 Len=0"
"674","13.533233","192.168.1.112","192.168.1.119","TCP","138","46142  >  443 [ACK] Seq=653 Ack=2310 Win=94592 Len=0 SLE=2276 SRE=2310"
"675","13.533331","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"676","13.533423","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"677","13.533469","192.168.1.112","192.168.1.119","TCP","122","46142  >  443 [ACK] Seq=653 Ack=2276 Win=94592 Len=0"
"678","13.533517","192.168.1.112","192.168.1.119","TCP","138","46142  >  443 [ACK] Seq=653 Ack=2310 Win=94592 Len=0 SLE=2276 SRE=2310"
"679","13.533567","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"680","13.533645","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"681","13.533690","192.168.1.112","192.168.1.119","TCP","122","46142  >  443 [ACK] Seq=653 Ack=2276 Win=94592 Len=0"
"682","13.533736","192.168.1.112","192.168.1.119","TCP","138","46142  >  443 [ACK] Seq=653 Ack=2310 Win=94592 Len=0 SLE=2276 SRE=2310"
"683","13.533809","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"684","13.536626","192.168.1.1","192.168.1.112","ICMP","1563","Echo (ping) reply    id=0xce3c, seq=1/256, ttl=64 (request in 668)"
"685","13.536826","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"686","13.537641","213.57.2.5","192.168.1.112","DNS","331","Standard query response 0x71ce A phillateemis.iad-03.braze.com CNAME d2.shared.global.fastly.net A 151.101.17.208 NS ns4.fastly.net NS ns1.fastly.net NS ns3.fastly.net NS ns2.fastly.net A 23.235.32.32 A 104.156.80.32 A 23.235.36.32 A 105.156.84.32"
"687","13.537850","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"688","13.542399","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"689","13.542443","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"690","13.542487","192.168.1.112","151.101.17.208","TCP","146","42156  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=93094216 TSecr=0 WS=128"
"691","13.542564","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"692","13.542607","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"693","13.542746","192.168.1.112","151.101.17.208","TCP","146","[TCP Out-Of-Order] 42156  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=93094216 TSecr=0 WS=128"
"694","13.542792","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"695","13.542859","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"696","13.542901","192.168.1.112","151.101.17.208","TCP","146","[TCP Out-Of-Order] 42156  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=93094216 TSecr=0 WS=128"
"697","13.542986","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"698","13.583653","192.168.1.1","192.168.1.151","DNS","202","Standard query response 0x7c0d No such name A https://dyndnss.net/ SOA a.root-servers.net"
"699","13.583727","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"700","13.588422","192.168.1.151","213.57.2.5","DNS","127","Standard query 0x7c0e A https://dyndnss.net/"
"701","13.588521","","ProwareT_4f:70:0b (6c:fd:b9:4f:70:0b) (RA)","802.11","39","Acknowledgement, Flags=........C"
"702","13.601425","172.217.21.234","192.168.1.112","TCP","123","443  >  33040 [SYN, ACK] Seq=0 Ack=1 Win=60192 Len=0 MSS=1380 SACK_PERM=1 TSval=1467103174 TSecr=93094212 WS=256"
"703","13.601563","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"704","13.603061","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"705","13.603132","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"706","13.603659","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"707","13.603704","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"708","13.604519","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"709","13.604564","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"710","13.604610","192.168.1.112","172.217.21.234","TCP","138","33040  >  443 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=93094222 TSecr=1467103174"
"711","13.604681","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"712","13.605162","213.57.2.5","192.168.1.151","DNS","202","Standard query response 0x7c0e No such name A https://dyndnss.net/ SOA a.root-servers.net"
"713","13.605209","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"714","13.608292","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"715","13.608358","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"716","13.608400","192.168.1.112","172.217.21.234","TLSv1.2","335","Client Hello"
"717","13.608505","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"718","13.608548","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"719","13.608613","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"720","13.608999","192.168.1.112","172.217.21.234","TCP","335","[TCP Retransmission] 33040  >  443 [PSH, ACK] Seq=1 Ack=1 Win=87680 Len=197 TSval=93094222 TSecr=1467103174"
